id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path
24667,The Olsen Gang,7.5,19.0,Released,1969-08-11,0.0,82.0,0.0,tt0129273,no,Olsen-banden,"Egon Olsen is the leader of the Olsen Gang. While he was in the slammer, he planned how he would steal the fantastic golden figure Keizeroppzatsen.",0.4216,,"Comedy, Crime","Teamfilm AS, Nordisk Film Denmark","Denmark, Norway",Norsk,"Bjarne Bø, Leif Enger, Bernt Erik Larssen, Willie Hoel, Ulf Wengård, Kari Diesen, Alf Hallgren, Sverre Anker Ousdal, Solfrid Heier, Lillian Lydersen, Carsten Byhring, Ivar Medaas, Kari-Laila Thorsen, Stein Thorsrud, Pål Johannessen, Lone Gersel, Georg Richter, Synnøve Strigen, Aud Schønemann, Sverre Wilberg, Per Arne Knobelauch, Ingeborg Cook, Arve Opsahl, Sverre Holm",Knut Bohwim,Mattis Mathiesen,"Henning Bahs, Erik Balling",,,7.0,2000.0,/eB52gzj3qEk7VnHJI5vm9PD24W5.jpg
24668,The Olsen Gang Takes the Gold,6.7,12.0,Released,1972-08-09,0.0,94.0,0.0,tt0132378,no,Olsenbanden tar gull,"Egon returns from prison with the key to a big heist, a hidden Nazi-treasure. The Olsen Gang finds the location of the treasure, but problems arise when the international criminals Carina and Ricco shows up.",0.1822,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Kaare Zachariassen, Harald Heide-Steen Jr., Ole-Jørgen Nilsen, Andreas Diesen, Sverre Holm, Aud Schønemann, Arve Opsahl, Carsten Byhring, Svein Byhring, Anne-Lise Tangstad, Henry Nyrén, Per Theodor Haugen, Pål Johannessen",Knut Bohwim,Mattis Mathiesen,"Erik Balling, Henning Bahs",,,6.8,1174.0,/4cllHlH2r7me2Mj8mjdKs1wlc09.jpg
24669,Frag,6.6,12.0,Released,2008-10-15,0.0,88.0,0.0,tt1266566,en,Frag,"Exploited, abused and sometimes abandoned most gamers fail to reach the top, but like all sports heroes exist. FRAG is the true story of professional video gaming outlining the evolution of the 1980’s arcade game competitions to the elite tournaments of today for millions of dollars around the globe.",0.1484,,Documentary,,,English,"Walter Day, Michal Blicharz, Billy Mitchell, Rafik Bryant",Mike Pasley,,,,,6.5,258.0,/2EOvfxiJJim2tvXm6Rmx6ljEGMD.jpg
24670,The Olsen Gang and Dynamite-Harry Goes Wild,7.167,15.0,Released,1973-11-26,0.0,102.0,0.0,tt0132377,no,Olsenbanden og Dynamitt-Harry går amok,"Egon and the gang is about to commit their biggest heist – stealing 6 millions from an undercover operation at a freight company. The money is stored in the most advanced security vault ever constructed, guarded by professional gorillas.",0.2349,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Carsten Byhring, Alf Hallgren, Harald Heide-Steen Jr., Aud Schønemann, Sverre Wilberg, Anne-Lise Tangstad, Pål Johannessen, Henry Hagerup, Inge Fjeldstad, Arve Opsahl, Sverre Holm, Per Schreiner, Per Hagerup, Elsa Lystad",Knut Bohwim,Mattis Mathiesen,"Erik Balling, Henning Bahs",,,6.5,1006.0,/93MQebDUYKTqhIrbIjpti1DHBfg.jpg
24671,River Queen,5.672,32.0,Released,2005-09-12,0.0,114.0,0.0,tt0388377,en,River Queen,An intimate story set during the 1860s in which a young Irish woman Sarah and her family find themselves on both sides of the turbulent wars between British and Maori during the British colonization of New Zealand.,0.835,,"Adventure, War","Silverscreen Films, The Film Consortium, Endgame Entertainment, New Zealand Film Production Fund, New Zealand Film Commission, UK Film Council, Capitol Films, Wayward Films, Australian Film Commission","New Zealand, United Kingdom, United States of America","Deutsch, English","Rawiri Pene, Liston Rua, Hone Te Pania, Paul Norell, Temuera Morrison, Noa Campbell, Laura Coyte Douglas, Danielle Cormack, Nancy Ngaiwaiwera Turanga, Poipoia Te Taonga Poa, Julie Ranginui, Cliff Curtis, Barry Te Hira, Thomas Kiwi, Wi Kuki Kaa, Mark Ruka, Stephen Reweti, Glen Drake, Warwick Morehu, Kiefer Sutherland, Adam Gardiner, John Katipa, Shavaughn Ruakere, Brandon Lakshman, Anton Lesser, Bill Pene, Kayte Ferguson, Samantha Morton, Tyson Reweti, Mikaila Hutchinson, Nathan Passfield, Stephen Rea, Grayson Putu",Vincent Ward,Alun Bollinger,"Kely Lyons, Toa Fraser, Louis Nowra, Shane Connaughton, Walter Donohue, Vincent Ward","James D. Stern, Don Reynolds, Neil Peplow, Eric Watson, Geoff Dixon, Chris Auty",,5.9,2795.0,/kJSIpSC3wuw9bHz52hBdDJn3kiU.jpg
24672,The Olsen Gang meets The King and the Jackal,6.9,9.0,Released,1974-08-15,0.0,93.0,0.0,tt0132384,no,Olsenbanden møter Kongen og Knekten,"The Olsen Gang becomes millionaires. Unfortunately for the gang, their arch-enemies, the King and the Jack, are planning to steal the money for themselves.",0.2446,,Comedy,Teamfilm AS,Norway,Norsk,"Carl Habel, Per Lekang, Wenche Steen, Alf Hallgren, Carsten Byhring, Henki Kolstad, Pål Johannessen, Wilfred Breistrand, Knut M. Hansson, Aud Schønemann, Sverre Wilberg, Frode Birkeland, Anne-Lise Tangstad, Jan Pande-Rolfsen, Frank Robert, Edith Carlmar, Ben Yosef, Arve Opsahl, Sverre Holm",Knut Bohwim,Mattis Mathiesen,"Henning Bahs, Erik Balling, Oskar Steingrimsen",,,6.4,1097.0,/bG9bVkfAYvhw3OhYHSTRvMFB3tn.jpg
24674,The Eye 2,5.9,139.0,Released,2004-03-18,0.0,95.0,0.0,tt0405061,cn,見鬼2,"Pregnant Joey teeters on the brink of madness after several fruitless suicide attempts. She's the unwilling recipient of an influx of shadowy images that haunt her pervasively. In an attempt to quell this disturbing phenomenon, she looks up with her secretive ex-lover Sam, who may be able to shed some light upon the mysterious twilight world descending upon Joey.",1.109,You will discover that ghosts exist!,"Thriller, Horror","Applause Pictures, MediaCorp Raintree Pictures, Fortissimo Films, Kantana Studios","Hong Kong, Netherlands, Singapore, Thailand","广州话 / 廣州話, 普通话, English, ภาษาไทย","Lawrence Chou Chun-Wai, Derek Tsang Kwok-Cheung, Fanny Lee Man-Fan, Kwai Ying Cheung, Shu Qi, Phillip Kwok, Eugenia Yuan, Lai Ka-Pik, Yiu Kwai Cheung, May Phua, Jongchai Poomrmarin, Chuwong Earsakul, Harasawin Lee, Jesdaporn Pholdee, Supasawat Buranavech, Lam Chi-Tai","Danny Pang Fat, Oxide Pang Shun",Decha Srimantra,,"Peter Chan, Eric Tsang Chi-Wai",Payont Permsith,5.6,5211.0,/oLzGWnLYBTdCVqaXooertbagQgn.jpg
24675,Beyond,7.2,135.0,Released,2003-06-03,0.0,13.0,0.0,tt0372764,en,Beyond,"While looking for her cat, a young woman and some kids find an abandoned building where strange things happen and the rules of physics don't always apply. Part of the Animatrix collection of animated shorts set in the Matrix universe.",4.1564,,"Science Fiction, Animation",STUDIO4℃,,,"Dwight Schultz, Tara Strong, Hedy Burress, Kath Soucie, Jack Fletcher, Tom Kenny, Julia Fletcher, Jill Talley, Tress MacNeille, Pamela Adlon, Matt McKenzie",Koji Morimoto,,"Lana Wachowski, Lilly Wachowski, Koji Morimoto",,,7.6,5754.0,/22A3kGBJHOr5It6HHRXZYKTbKz3.jpg
24676,Fatal Contact: Bird Flu in America,5.9,51.0,Released,2006-05-09,0.0,83.0,0.0,tt0800026,en,Fatal Contact: Bird Flu in America,An outbreak of avian flu mutates into a virus that becomes transmittable from human to human.,1.801,It began with one man.,"Action, Drama, Thriller, TV Movie",ABC,United States of America,English,"Kayte Ferguson, Brad Hills, Lynette Romero, Geraline Knox, Shane C. Rodrigo, Kate Butler, Susan Brady, Mark Tronson, Paul Gittins, Mark Clare, Peter O'Brien, Latham Gaines, Jonny Pasvolsky, Cameron Smith, Eliana Saenz, Carolyn Dando, John Atkinson, Matthew Chamberlain, Stacy Keach, Duncan Young, Ferdinand Hoang, David Aston, Steve Bastoni, Justina Machado, David Ramsey, Rebecca Hamilton, Trevor Sai Louie, Justin Hansen, Nicki Paull, Ann Cusack, Costa Ronin, Frankie Fu, Linda McFetridge, Mia Pistorius, Lynnanne Zager, Margaret Blay, Sara Wiseman, Joseph Woo, Michelle Mellgren, Judi Farr, Robin Kora, Scott Cohen, Alan Lovell, Eoin McDonald, Shireen Shah, Joely Richardson, Jerome Ehlers, Sandy Winton, Kodi Smit-McPhee, Nigel Godfrey",Richard Pearce,,Ron McGee,"Dennis A. Brown, Diana Kerew, Judith Verno",,4.9,1043.0,/6EDTJ2c0yx6tY1BJJCv2VJZ0PTr.jpg
24678,Disney's American Legends,7.6,17.0,Released,2001-02-12,0.0,58.0,0.0,tt0372866,en,Disney's American Legends,"Meet the doers and dreamers who made America great -- including John Henry, the railroad builder who proved the value of believing in oneself. Journey with giant lumberjack Paul Bunyan as he clears the land for American settlers. Follow the trail of the beloved American Icon Johnny Appleseed, who planted apple trees which blossomed along the new frontier. Then, take an unforgettable ride with Casey Jones, The Brave Engineer who never failed to deliver the mail...no matter how difficult the route!",3.206,,"Animation, Fantasy, Family",Disney Television Animation,United States of America,English,"Alfre Woodard, Carrie Harrington, James Earl Jones, Tim Hodge, Dave Murray","Mark Henn, Jack Kinney, Wilfred Jackson, Les Clark, Lara Shapiro",,"Dick Shaw, Broose Johnson, Lance Nolley, Dick Kinney, Shirley Pierce",Richard Kaylor,,7.3,470.0,/9uuZUijOoxsP5dK0cunxRNcwI32.jpg
24679,Bird,6.8,334.0,Released,1988-06-01,2000000.0,161.0,9000000.0,tt0094747,en,Bird,Saxophone player Charlie ‘Bird’ Parker comes to New York in 1940 and is quickly noticed for his remarkable way of playing. He becomes a drug addict but his loving wife Chan tries to help him.,1.1528,"""There are no second acts in American lives.""","Drama, Music","Warner Bros. Pictures, Malpaso Productions",United States of America,English,"Diane Venora, Glenn Wright, Richard Zavaglia, Al Pugliese, Billy J. Mitchell, Michael Zelniker, Bill Cobbs, Chris Bosley, Sam Robards, Tony Cox, Lou Cutell, Joey Green, Forest Whitaker, Jason Bernard, Tony Todd, Penelope Windust, Keith David, Samuel E. Wright, Jo De Winter, Arlen Dean Snyder, Anna Thomson, Michael McGuire, Gretchen Oehler, Damon Whitaker, Richard McKenzie, Ann Weldon, Karl Vincent, Hubert Kelly, John Witherspoon, Roger Etienne, Diane Salinger, Hamilton Camp, George T. Bruce, Morgan Nagler, James Handy, George Orrison",Clint Eastwood,Jack N. Green,Joel Oliansky,"David Valdes, Clint Eastwood",Lennie Niehaus,7.1,14094.0,/rTCp6M98RQAxRl0x0guU9GlH7HS.jpg
24681,White Wedding,6.6,9.0,Released,2009-04-29,0.0,93.0,0.0,tt1213929,en,White Wedding,"A young groom and his best man lost on the road trip to the wedding, run into a young English doctor. Set against South Africa's breathtaking landscapes, White Wedding is a high-spirited modern-day road comedy about love, commitment, intimacy, friendship, and the unbelievable obstacles that can get in the way of a fairy-tale ending.",5.231,Everyone is invited to the wedding of the year.,"Comedy, Romance",,South Africa,"Afrikaans, English, , isiZulu","Grant Swanby, Jodie Whittaker, Louise Saint-Claire, Zandile Msutwana, Mbulelo Grootboom, Sylvia Mngxekeza, Kenneth Nkosi, Marcel Van Heerden, Rapulana Seiphemo, Lulu Nxozi",Jann Turner,,"Kenneth Nkosi, Rapulana Seiphemo, Jann Turner",,,6.1,662.0,/kc7TQtcelfSLaoDzynYcfW3ku5l.jpg
24682,O Magnata,5.6,9.0,Released,2007-11-15,640956.0,93.0,2850000.0,tt0857177,pt,O Magnata,"An upper-middle class punk singer Andre, Magnata spends his time with his low-class friends, singing in clubs and wasting money. When he accepts a challenge to steal a Ferrari, he gets involved in a thriller that can lead him to a tragic consequence.",0.3561,,"Action, Drama","Gullane Entretenimento, Miravista, MTV Brasil, TeleImage",Brazil,Português,"Roberto Audio, João Gordo, Chico Diaz, Alexandre Magno Abrão, Murilo Salles, Rita Batata, Tubarão, Chivitz, Lulu Pavarin, Tom Ribeiro, Milhem Cortaz, Paulo Vilhena, Cris Lopes, Fernando Pavão, Naruna Costa, Celso 'Not Dead' Camargo, Marcelo Nova, Rosanne Mulholland, Maionezi, Juliano Cazarré, Marcos Mion, Taroba, Maria Luísa Mendonça, Priscila Sol, Radjja, Fernando Macário, Picuruta Salazar",Johnny Araújo,André Modugno,Alexandre Magno Abrão,"Débora Ivanov, Fabiano Gullane, Paulo Ribeiro, Caio Gullane, Alexandre Magno Abrão",,4.6,377.0,/56U3PuBEaqLpdqUUGA6Iq7ME4Dz.jpg
24683,Razortooth,4.0,25.0,Released,2007-08-03,0.0,92.0,0.0,tt0489279,en,Razortooth,"When four college students trek to the Everglades to conduct extra-credit research for their biology professor, they become prey to a huge man-eating eel with nasty incisors that’s been terrorizing a nearby Florida community, based on a true story concerning an exotic species of eels that are released in the southeast from Asia. They breathe air and can survive on land.",0.4498,,"Horror, Science Fiction",Capital Arts Entertainment,United States of America,English,"Kate Gersten, Rick Dean, Jack Monroe, Simon Page, Matt Holly, Brandon Breault, Joseph P. Genier, Amanda Sickler, Joshua Rubin, Ian Pliske, Josh Gad, Adam McCrory, Tim Colceri, Doug Swander, Max Rhyser, Kathleen LaGue",Patricia Harrington,Rich Paisley,"Matt Holly, Jack Monroe","Joseph P. Genier, Mike Elliott, Rob Kerchner",,3.6,1000.0,/2oppAZ5Eh83Zlaf4eSj72FT5znI.jpg
24684,An Education,6.9,1339.0,Released,2009-10-29,26100000.0,100.0,7500000.0,tt1174732,en,An Education,"Despite her sheltered upbringing, Jenny is a teen with a bright future; she's smart, pretty, and has aspirations of attending Oxford University. When David, a charming but much older suitor, motors into her life in a shiny automobile, Jenny gets a taste of adult life that she won't soon forget.",1.6534,An education isn't always by the book.,"Drama, Romance","BBC Film, Wildgaze Films, Endgame Entertainment",United Kingdom,English,"Phil Wilkinson, Luis Soto, Ashley Taylor-Rhys, Arne Somogyi, Rosamund Pike, Nick Sampson, Peter Sarsgaard, Dominic Cooper, Connor Catchpole, Olenka Wrzesniewski, James Norton, Carey Mulligan, Amanda Fairbank-Hynes, Paul Pilot, Cara Seymour, Kate Duchêne, Bryony Wadsworth, Emma Thompson, Mark Edwards, Beth Rowley, Matthew Beard, Ben Castle, Alfred Molina, Tom Rees-Roberts, Olivia Williams, Sally Hawkins, William Melling, Bel Parker, Ellie Kendrick",Lone Scherfig,John de Borman,"Nick Hornby, Lynn Barber","Finola Dwyer, Nick Hornby, James D. Stern, Amanda Posey, Wendy Japhet, Douglas Hansen, David M. Thompson, Jamie Laurenson",Paul Englishby,7.2,140134.0,/29kSosB0jW2ThaJmX6ZY1UQ1pHA.jpg
24685,Viper in the Fist,6.5,162.0,Released,2004-10-06,7095755.0,100.0,8311205.0,tt0380798,fr,Vipère au poing,"1920. Jean Rezeau and his elder brother were living happily in their family estate in Brittany, until the death of their grandmother. The return of their mother, a worthy descendant of fairytales' witches, brings an all new atmosphere to their home.",4.109,,Drama,"Ramona Productions, Rézo Productions, Zephyr Films, Angoa-Agicoa, France 3 Cinéma, Iris Group, PROCIREP","France, United Kingdom",Français,"Sabine Haudepin, William Touil, Jules Sitruk, Cherie Lunghi, Amélie Lerma, Catherine Frot, Annick Alane, Paul Le Person, Hannah Taylor-Gordon, Pierre Stévenin, Richard Bremmer, Alexia Barlier, Dominique Paturel, Wojciech Pszoniak, Jacques Villeret",Philippe de Broca,Yves Lafaye,"Hervé Bazin, Philippe de Broca, Olga Vincent","Philippe Liégeois, Jean-Michel Rey, Olga Vincent",,6.4,1141.0,/ypsUkfDEl5te76LHqzMZqDPwFaK.jpg
24686,Love and the City,5.602,54.0,Released,2009-03-05,9112193.0,88.0,3500000.0,tt1366687,ru,Любовь в большом городе,"Three Russian friends work in New York, party hard and chase women. It's great times until they get cursed by a drunken Russian night club owner, who turns out to be Saint Valentine. St. Valentine's curse is simple - the guys lose all their manly powers until they find their true love. It turns out to be harder than it sounds - our boys have a lot of growing up to do. Fast.",0.3708,,"Comedy, Romance","LPLS Film Production, Living Films, Leopolis","Russia, Ukraine, United States of America","English, Pусский","Volodymyr Zelenskyy, Alika Smekhova, Olesya Zheleznyak, Masha Borovikova, Sasha Alex Sloan, Brian Distance, Ville Haapasalo, Svetlana Khodchenkova, Anastasiya Zadorozhnaya, Aleksey Chadov, Filipp Kirkorov, Vera Brezhneva, Petr Andreev, Christina Alexandra, Tatyana Zbirovskaya, Aleksandr Lobanov, Elizaveta Arzamasova",Marius Weisberg,Irek Hartowicz,"Volodymyr Zelenskyy, Andrey Yakovlev, Borys Shefir, Marius Weisberg, Serhii Shefir","Georgy Malkov, Sergey Livnev",Vladimir Sayko,5.7,1932.0,/lHy4EMorlJKhawStHPQYcxd9qO7.jpg
24687,The Last Exploits of the Olsen Gang,6.8,8.0,Released,1975-08-07,0.0,91.0,0.0,tt0132379,no,Olsenbandens siste bedrifter,"The Olsen Gang has to pay for their summer vacation in Spain, and Egon is hired to open a safe with black market money in Switzerland. He is conned, but Egon has sworn revenge.",0.2305,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Lasse Tomter, Jon Berle, Knut Hultgren, Torgils Moe, Rolf Sand, Andrés Lópes, Pablo Lópes, Carsten Byhring, Freddy Koch, Pål Johannessen, Oddbjørn Hesjevoll, Aud Schønemann, Sverre Wilberg, Dan Fosse, Jan Pande-Rolfsen, Even Kirkenær, Arve Opsahl, Sverre Holm, Rolf Søder",Knut Andersen,Knut Gløersen,"Erik Balling, Henning Bahs",Per Graf,,6.4,871.0,/l70DvwmIZ6Lu5HU9WQPzjap8h3H.jpg
24688,The Olsen Gang For Full Music,6.731,13.0,Released,1976-12-26,0.0,91.0,0.0,tt0132382,no,Olsenbanden for full musikk,"Egon Olsen is commissioned to help a baron with an insurance fraud. As the dividend can finance Basse's wedding, even Valborg accepts the plans.",2.175,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Ulf Wengård, Per Tofte, Ole-Jørgen Nilsen, Willie Hoel, Pål Johannessen, Asbjørn Andersen, Helge Reiss, Arve Opsahl, Alf Malland, Turid Balke, Dan Fosse, Bent Mejding, Sverre Holm, Per Lekang, Sverre Wilberg, Carsten Byhring, Ellen Waaler, Aud Schønemann",Knut Bohwim,Mattis Mathiesen,"Henning Bahs, Oskar Steingrimsen, Erik Balling",,,6.9,1118.0,/w0gjpNNMyK7hernkCXk9iyJJ2q4.jpg
24689,The Plane Truth for Golfers,0.0,0.0,Released,2006-01-01,0.0,0.0,0.0,,en,The Plane Truth for Golfers,,0.6,,,,,,,,,,,,,,
24692,The Olsen Gang and Dynamite-Harry On The Trail,6.0,10.0,Released,1977-10-11,0.0,98.0,0.0,tt0132380,no,Olsenbanden og Dynamitt-Harry på sporet,The Olsen Gang is robbed in Spain and loses the millions they earned from their last heist. Egon has a plan to get the money back by robbing the National State Railways for a gold transport.,0.2515,,"Comedy, Crime",Teamfilm AS,Norway,"Dansk, Norsk","Carsten Byhring, Ove Verner Hansen, Wilfred Breistrand, Harald Heide-Steen Jr., Aud Schønemann, Sverre Wilberg, Øivind Blunck, Arnold Petersheim, Jon Berle, Anne-Lise Tangstad, Lasse Tomter, Helge Reiss, Dan Fosse, Willie Hoel, Ivar Nørve, Arve Opsahl, Sverre Holm, Ulf Wengård",Knut Bohwim,Knut Gløersen,"Per A. Anonsen, Henning Bahs, Andreas Diesen, Erik Balling",,,6.5,898.0,/nMyMRmUEtlj7JIUqw3wRByryL3o.jpg
24693,The Olsen Gang and Data-Harry Blows Up The World Bank,6.6,19.0,Released,1978-09-18,0.0,101.0,0.0,tt0132381,no,Olsenbanden og Data-Harry sprenger verdensbanken,"With the help of a corrupt diplomat the Olsen Gang plans to rob the World Bank, with help from the re-schooled Dynamite-Harry, now a computer expert.",0.3516,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Arne Lie, Carsten Byhring, Ove Verner Hansen, Karl Stegger, Harald Heide-Steen Jr., Aud Schønemann, Sverre Wilberg, Øivind Blunck, Bjørn Watt-Boolsen, Henki Kolstad, Adolf Bjerke, Dan Fosse, Alf Malland, Arve Opsahl, Sverre Holm, Ulf Wengård, Arne Aas",Knut Bohwim,Mattis Mathiesen,"Per A. Anonsen, Henning Bahs, Alfred Næss, Erik Balling",,,6.5,1064.0,/uOqUwsozWzPhAwvbcEIRFiiqitw.jpg
24694,The Olsen Gang and Dynamite-Harry Towards New Heights,6.955,11.0,Released,1979-09-07,0.0,99.0,0.0,tt0079661,no,Olsenbanden og Dynamitt-Harry mot nye høyder,An unfaithful servant in the Norwegian Petroleum Directorate tries to sell top secret information to German industry leaders. Egon has a plan to earn money on the transaction himself.,0.1247,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Carsten Byhring, Harald Heide-Steen Jr., Aud Schønemann, Sverre Wilberg, Øivind Blunck, Lasse Kolstad, Jørn Ording, Anders Sundby, Gisle Straume, Ole-Jørgen Nilsen, Willie Hoel, Arve Opsahl, Sverre Holm, Arne Aas",Knut Bohwim,Mattis Mathiesen,"Øyvind Thorsen, Sverre Holm",,,6.4,841.0,/yaP44dt0NRr77nR1mwEhGSW3QEx.jpg
24695,Bad Guys,3.7,9.0,Released,2008-04-09,0.0,90.0,0.0,tt0454402,en,Bad Guys,Would-be drug dealers are caught between the police and the Mafia.,4.16,The Only Thing Left To Survive...Is Each Other,"Action, Thriller, Crime",,United States of America,English,"Ray Sefo, Kate del Castillo, Quinton 'Rampage' Jackson, Tracy-Marie Briare, Lee Barron, Antonio Fargas, Michael Florie, Sherman Augustus, Danny Strong",Rick Jacobson,Brian Agnew,Tim Cogshell,Bas boon,,4.1,217.0,/j0McTRdQ7LcOvDC0n2YN7JmP31V.jpg
24696,Tom and Jerry: A Nutcracker Tale,6.8,154.0,Released,2007-10-02,0.0,46.0,0.0,tt1114698,en,Tom and Jerry: A Nutcracker Tale,"Christmas is never so spirited as when Tom and Jerry lock horns for the holidays in their new original movie--Tom & Jerry: A Nutcracker Tale In an empty opera house, Jerry wishes for a chance to perform -- and magically his dream comes true. The little mouse is whisked away to an enchanted kingdom where anything is possible: candy forests, singing snowflakes, even the toys spring to life! Jerry has a great time with his new friends, and when Jerry dances with the music box ballerina, he is as happy as happy can be. Unfortunately, alley cats led by Tom crash Jerry's party, kidnap the music box ballerina and wreak havoc in the holiday kingdom. It's up to Jerry to set things right -- and with help from a fellow mouse named Tuffy and more newfound friends, Jerry just may win the day!",1.7899,Ballet meets mayhem in the ultimate nutcracker battle!,"Animation, Comedy, Family","Turner Entertainment, Warner Bros. Animation",United States of America,English,"Tara Strong, Trevor Devall, Chantal Strand, Garry Chalk, Ian James Corlett, Mark Oliver, Kathleen Barr, Richard Newman","Spike Brandt, Tony Cervone",,"William Hanna, Spike Brandt, Joseph Barbera","Spike Brandt, Joseph Barbera, Tony Cervone",,6.4,2342.0,/q5cmiZHBLZBsDGCugyNUJiyxuJg.jpg
24697,The Olsen Gang Never Gives Up!,6.5,6.0,Released,1981-08-28,0.0,101.0,0.0,tt0132383,no,Olsenbanden gir seg aldri!,"The Olsen Gang realizes that cash is obsolete with the current inflation rate, and plans a coup for property and bonds. They make a fake company and tries to buy Oslo's biggest shopping mall, Steen and Strøm.",0.1618,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Anne-Lise Tangstad, Sverre Wilberg, Ivar Nørve, Ulf Wengård, Inger Teien, Alf Malland, May-Lis Thorsson, Ove Verner Hansen, Aud Schønemann, Arve Opsahl, Carsten Byhring, Øivind Blunck, Carsten Winger, Ole-Jørgen Nilsen, Sverre Holm, Arnold Petersheim, Roy Bjørnstad, Dick Kaysø, Per Lillo-Stenberg",Knut Bohwim,Mattis Mathiesen,Per A. Anonsen,,,6.3,907.0,/9OR4cH1xlKxwCB1Tx0ikUCz2azg.jpg
24698,The Olsen Gang's Very Last Coup,6.4,9.0,Released,1982-09-17,0.0,101.0,0.0,tt0132385,no,Olsenbandens aller siste kupp,"The Olsen Gang is involved in a weapon trade for half a billion. It's their final coup, and Valborg is finally allowed to participate.",0.1476,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Arne Lindtner Næss, Alf Malland, Ulf Wengård, Arnold Petersheim, Harald Heide-Steen Jr., Inger Teien, Tom Tellefsen, Carsten Byhring, Ole-Jørgen Nilsen, Rolv Wesenlund, Ove Verner Hansen, Aud Schønemann, Sverre Wilberg, Øivind Blunck, Alf Nordvang, Jan Pande-Rolfsen, Ivar Nørve, Arve Opsahl, Sverre Holm",Knut Bohwim,Mattis Mathiesen,Per A. Anonsen,,,6.4,835.0,/pp1vLbMPijBgrXyWJAhBHMWpR4B.jpg
24699,But The Olsen Gang Was Not Dead!,6.0,7.0,Released,1984-09-06,0.0,89.0,0.0,tt0087710,no,Men Olsenbanden var ikke død!,"The Olsen Gang has traveled south after the success of their last coup, but there's still someone who hasn't given up catching them.",2.626,,"Comedy, Crime",Teamfilm AS,Norway,Norsk,"Per Tofte, Ulf Wengård, Ole-Jørgen Nilsen, Aud Schønemann, Harald Heide-Steen Jr., Knut Lystad, Inger Teien, Ove Verner Hansen, Johan Fillinger, Arve Opsahl, Jon Skolmen, Alf Malland, Arnold Petersheim, Trond Lie, Jan Pande-Rolfsen, Sverre Holm, Carsten Byhring, Sverre Wilberg",Knut Bohwim,Mattis Mathiesen,"Knut Bohwim, Gustav Kramer",,,6.1,912.0,
24700,The Olsen Gang's Last Trick,5.143,7.0,Released,1999-02-19,0.0,90.0,0.0,tt0195960,no,Olsenbandens siste stikk,"Fifteen years after they last saw each other, Benny, Valborg and Dynamitt-Harry discovers that Egon Olsen is out of prison and living in a retirement home. Olsenbanden is reunited, and Egon has a plan.",2.656,,"Comedy, Crime","Teamfilm AS, TV 2",Norway,Norsk,"Lars Andreas Larssen, Kim Haugen, Ben Yosef, Frank Robert, Henki Kolstad, Aud Schønemann, Inger Teien, Arve Opsahl, Jan Pande-Rolfsen, Hallvard Flatland, Rolf Arly Lund, Pål Johannessen, Johannes Joner, Nils Ole Oftebro, Kristin Johnson, Sverre Holm, Sigmund Vigsnes, Ulf Wengård, Anitra Eriksen, Nasrullah Qureshi, Harald Heide-Steen Jr., Per Christian Ellefsen, Anne Marit Jacobsen, Anders Dahlberg, Øyvind Lie Thommesen, Kyrre Texnæs, Anders Hatlo, Arnold Petersheim, Robert Skjærstad, Per Lillo-Stenberg",Knut Bohwim,Bjørn Jegerstedt,"Øyvind Thorsen, Henning Bahs, Sverre Holm",Stein Roger Bull,,5.3,847.0,/qNhGp33NrLpH8DR0DhZ41WfBVoj.jpg
24701,"Puff, Puff, Pass",6.0,35.0,Released,2006-05-09,0.0,94.0,0.0,tt0466771,en,"Puff, Puff, Pass",Danny Masterson (TV's 'That '70s Show') leads a hilarious ensemble cast in a tale about two hapless stoners who get involved in a scheme to rip off a shady character named Mr. Big after the duo sours on rehab.,5.172,,Comedy,"Sony Pictures Home Entertainment, Rainforest Entertainment",United States of America,English,"David Faustino, Jason Stuart, Ben Tolpin, Jazzmun, Darrell Hammond, John C. McGinley, Constance Marie, Jonathan Banks, Lindsay Hollister, Kristen Miller, Ronnie Warner, Michael Monks, LaVan Davis, Mekhi Phifer, Danny Masterson, Jim Cody Williams, Ashley Scott, Mo Collins, Terry Crews, Jaleel White",Mekhi Phifer,Arthur Albert,"Ronnie Warner, Kent George","William K. Baker, Kent George, Mekhi Phifer, Rob Hardy, Will Packer, Ronnie Warner",Todd Mushaw,5.4,3723.0,/buDnPO63q8yjQGWQ1pFbjaRDeGQ.jpg
